rpm,engine_temperature,battery_voltage,fuel_pressure,engine_load,fault_type,dtc_code,sae_definition,subsystem,severity,standard_procedure
2544.1,93.1,11.73,42.7,26.3,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
658.6,91.8,13.4,48.2,81.8,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
4279.8,110.8,13.23,44.0,86.1,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
936.6,93.7,14.5,24.5,90.8,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
500.0,92.2,13.59,41.4,79.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2083.3,104.5,13.93,36.0,67.9,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1519.4,79.1,10.43,35.0,37.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1615.6,90.9,11.35,42.6,26.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2571.8,87.8,13.4,50.8,52.1,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2765.9,86.1,13.2,28.0,37.7,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1686.0,95.9,14.33,47.8,35.4,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1796.3,85.5,13.93,49.8,39.2,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2175.4,94.6,14.05,24.0,55.1,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
597.9,89.7,13.44,41.2,78.1,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2186.9,83.5,11.5,45.8,44.5,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2947.3,113.9,13.24,44.6,65.6,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1477.8,90.3,11.35,47.7,19.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
898.1,95.7,14.09,25.4,59.6,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2675.4,91.6,14.0,18.0,72.6,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
584.1,98.3,13.74,45.6,76.5,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1172.4,89.2,11.17,44.9,42.1,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3105.4,89.2,14.12,43.0,51.1,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2015.0,93.5,14.24,45.9,31.0,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2157.1,83.4,11.63,45.4,41.8,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1611.7,90.7,14.07,50.5,44.8,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
4174.1,100.1,13.48,48.0,78.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1724.0,110.4,13.38,40.5,59.2,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3142.6,103.6,13.57,41.7,87.3,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3236.5,117.8,14.06,43.2,51.7,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2990.4,92.6,14.33,23.5,66.7,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
825.2,99.6,13.98,46.6,79.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2647.9,83.3,11.68,40.7,28.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3194.6,96.7,14.5,25.1,42.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1126.8,89.4,14.2,22.1,64.4,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1619.6,89.1,13.25,68.5,73.3,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1858.2,93.3,12.1,37.0,26.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2098.3,88.1,11.14,47.4,30.2,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
567.3,97.7,13.23,42.0,70.8,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2774.1,87.7,16.5,42.0,31.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1383.6,92.4,14.09,27.8,54.7,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
639.5,102.7,13.05,44.8,65.6,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3641.4,93.4,13.04,42.6,94.5,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1453.6,126.1,13.13,45.9,47.1,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1431.9,96.3,15.77,36.8,29.7,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1613.6,84.6,13.61,23.1,49.5,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2050.4,91.0,14.29,47.8,40.8,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2099.6,86.9,14.07,23.6,41.4,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
638.4,94.6,13.71,37.0,71.6,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3573.8,86.4,13.83,18.7,30.1,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3169.2,90.8,13.91,46.3,79.3,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1764.3,91.7,12.1,47.0,39.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3445.4,121.9,13.96,44.3,80.5,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3668.1,103.8,14.38,46.5,96.2,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1353.0,107.8,13.5,52.7,64.3,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2309.4,118.7,13.51,42.4,50.4,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3536.9,93.7,13.87,21.7,33.5,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
700.0,91.2,15.34,41.1,28.4,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2565.7,93.1,14.16,24.0,77.4,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1335.7,90.1,14.12,45.5,38.6,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2853.8,104.4,13.92,40.8,43.3,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2529.2,78.8,11.5,42.2,36.3,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3466.8,110.0,13.25,42.0,67.4,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
703.2,105.0,13.49,42.4,82.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
615.6,88.1,13.76,44.8,78.4,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
4509.2,95.4,13.89,47.4,88.2,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2588.0,124.8,13.28,45.6,62.9,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3818.7,86.7,13.9,18.6,74.9,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
4027.0,97.3,13.44,45.4,99.0,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1255.2,91.6,11.16,44.0,33.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1292.2,94.6,14.08,24.4,71.1,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1951.2,118.1,13.86,45.9,88.9,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
738.5,97.7,13.82,43.2,71.5,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1271.6,88.3,13.92,45.8,37.8,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1654.9,92.0,11.09,46.3,36.2,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1796.7,83.3,10.93,48.1,36.6,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2200.0,95.3,13.7,68.4,52.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2728.0,93.1,13.85,45.6,45.9,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
640.1,104.3,13.27,45.9,77.6,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2924.2,89.5,14.29,51.6,59.2,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2664.9,88.8,14.28,25.2,55.6,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
700.0,86.4,11.48,46.0,26.5,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2199.6,82.0,13.91,63.0,67.6,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1849.9,117.3,13.39,47.8,71.6,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
909.6,82.7,15.84,43.8,22.7,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2037.8,114.1,14.15,46.2,75.1,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
4128.9,87.4,13.83,21.3,60.0,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2962.4,104.0,13.64,46.2,81.0,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1940.6,91.0,13.84,17.6,46.1,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3460.7,114.8,13.8,46.5,66.5,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2447.3,99.3,13.92,24.6,84.7,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1627.0,94.4,13.7,28.9,65.0,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
860.0,81.7,11.74,35.4,37.4,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2319.2,86.3,11.2,45.3,38.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
